Title,Note,Id,Date de Sortie,Age Rating,Franchise,Genres,Hypes,nb_languages,nb_platforms,Themes,Collection,Graphismes,Publisher,Developer,Multiplayer,Perspective,Similar Games,Game Engine,Summary,Storyline
Runbow,82,11215,2015,Tout Public,NA,"['Platform', 'Racing', 'Adventure', 'Indie']",0,7,8,"['Action', 'Comedy', 'Party']",Yes,2073600,"['CrossFunction', 'Headup Games', '13AM Games']",['13AM Games'],Yes,Side view,"[19150, 20329, 20342, 24426, 28070, 36198, 55190, 56033, 77529, 105011]",Unity,"Runbow is an action party game with a unique art style and a never-before seen colour mechanic that will keep you running back for more. Platforms and obstacles appear and disappear as the background colour changes, so if you can’t see something, it doesn’t exist. Whether you're playing alone or with friends, Runbow is fast, frantic, and a lot of fun.

Players can race against each other in The Runbow Run, or go head to head in a number of different modes including King of the Hill and Arena to name a few. Use the Wii U GamePad to become the malevolent ColourMaster controlling the colours and the obstacles in the level, or tackle our toughest game mode, The Bowhemoth, a 30+ minute platforming challenge that will put the patience and skill of even the toughest players to the test.

If dozens of game modes, hundreds of unlockable costumes, and a crazy, colourful gaming challenge sounds like fun, then you better get ready to Runbow!",
Darksiders: Warmastered Edition,77,25081,2016,18 year,NA,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",0,32,5,"['Action', 'Fantasy', 'Open world']",Yes,8643285,"['Nordic Games Group', 'THQ Nordic']",['Kaiko'],No,Third person,"[19164, 28168, 54775, 55199, 81249, 96217, 103168, 103303, 106987, 115653]",NA,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth.

Brought before the sacred Charred Council, War is indicted for his crimes and stripped of his powers. Dishonored and facing his own death, War is given the opportunity to return to Earth to search for the truth and punish those responsible.

Hunted by a vengeful group of Angels, War must take on the forces of Hell, forge uneasy alliances with the very demons he hunts, and journey across the ravaged remains of the Earth on his quest for vengeance and vindication.","Apocalyptic Power – Unleash the wrath of War, combining brutal attacks and supernatural abilities to decimate all who stand in your way
Extreme Arsenal – Wield a devastating arsenal of angelic, demonic and Earthly weapons; and blaze a trail of destruction atop Ruin, War’s fiery phantom steed
Epic Quest – Battle across the wastelands and demon-infested dungeons of the decimated Earth in your quest for vengeance and redemption
Character Progression – Uncover powerful ancient relics, upgrade your weapons, unlock new abilities, and customize your gameplay style
Battle Heaven and Hell – Battle against all who stand in your way - from war-weary angelic forces to Hell’s hideous demon hordes
Remaster Edition Features:
PS4, Xbox One and Wii U versions of Darksiders (Wrath of War)
Native 1080p rendering resolution
Doubled all the texture resolutions
Rendering improvements and rework
Better shadow rendering quality
Post processing effects
60 FPS in moment to moment gameplay (PS4, Xbox One, PC, 30 for WiiU)"
Dragon Ball Fusions,72,19314,2016,Tout Public,NA,"['Role-playing (RPG)', 'Adventure']",1,5,1,['Action'],Yes,1280000,['Bandai Namco Entertainment'],['Ganbarion'],NA,Third person,"[1877, 24426, 26950, 28010, 28309, 55199, 80916, 96217, 106987, 115280]",NA,"RPG based on the famous manga Dragon Ball. In the game the player has the possibility to fuse together the characters (using a special bracelet), in order to obtain new heroes.",
Total War: Warhammer,86,9898,2016,16 year,NA,"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)']",7,27,3,"['Action', 'Fantasy', 'Warfare']",Yes,1190400,"['Feral Interactive', 'Sega Games', 'Sega']",['The Creative Assembly'],Yes,Bird view / Isometric,"[2365, 7027, 7615, 9938, 13196, 14394, 26845, 27092, 115653, 119171]",TW Engine 3,"A unique combination of colossal real-time battles and an addictive turn-based sandbox campaign game of statecraft, politics and empire building, Total War: WARHAMMER will deliver hundreds of hours of absorbing gameplay.

What is more, this title will go on to combine with two further standalone instalments and additional content packs to create the largest Total War experience ever. An epic trilogy of titles that will redefine fantasy strategy gaming.

This is the dawn of a new era. Total War: WARHAMMER brings to life a world of legendary heroes, towering monsters, flying creatures, storms of magical power and regiments of nightmarish warriors.","It is an age of endless conquest, thousands of warriors clash in titanic battles as entire races wage war on one another, each led by a formidable hero seeking dominion over the world.

All at your command.

The valiant Karl Franz marshals the men of the Empire, seeking to unite the fractured elector counts under a banner of strength against their common enemies.

Hungry for the vicious brutality of combat, the Greenskins flock to the tribe of Grimgor Ironhide; Orcs and Goblins alike filled with an insatiable thirst for carnage.

High King Thorgrim orders the stoic Dwarfs forth from their mountain strongholds, marching to vengefully right the grave injustices dealt to them over the millennia.

Yet the motives of the Vampire Counts under Mannfred von Carstien are shrouded in murderous secrecy, his armies raised from the rotting ranks of the dead.

And while the Old World becomes torn by betrayal, war and the unleashing of unfathomable power, a greater threat still whispers in the winds from the north. The fabric of reality itself begins to rend and buckle…"
BladeShield,N/A,30566,2016,NA,NA,[],0,2,1,['Action'],Yes,NA,['Rank17'],[],NA,NA,"[25636, 57296, 87622, 87728, 95340, 100800, 103292, 105233, 109277, 113895]",NA,"Survive wave after wave of enemy AI bots in this intergalactic VR game. Switch between shield and blade with the click of a button, charge up your light blade by blocking incoming laser bolts, and unleash a powerful EMP blast!",
Darksiders: Warmastered Edition,77,25081,2016,18 year,NA,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",0,32,5,"['Action', 'Fantasy', 'Open world']",Yes,8643285,"['Nordic Games Group', 'THQ Nordic']",['Kaiko'],No,Third person,"[19164, 28168, 54775, 55199, 81249, 96217, 103168, 103303, 106987, 115653]",NA,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth.

Brought before the sacred Charred Council, War is indicted for his crimes and stripped of his powers. Dishonored and facing his own death, War is given the opportunity to return to Earth to search for the truth and punish those responsible.

Hunted by a vengeful group of Angels, War must take on the forces of Hell, forge uneasy alliances with the very demons he hunts, and journey across the ravaged remains of the Earth on his quest for vengeance and vindication.","Apocalyptic Power – Unleash the wrath of War, combining brutal attacks and supernatural abilities to decimate all who stand in your way
Extreme Arsenal – Wield a devastating arsenal of angelic, demonic and Earthly weapons; and blaze a trail of destruction atop Ruin, War’s fiery phantom steed
Epic Quest – Battle across the wastelands and demon-infested dungeons of the decimated Earth in your quest for vengeance and redemption
Character Progression – Uncover powerful ancient relics, upgrade your weapons, unlock new abilities, and customize your gameplay style
Battle Heaven and Hell – Battle against all who stand in your way - from war-weary angelic forces to Hell’s hideous demon hordes
Remaster Edition Features:
PS4, Xbox One and Wii U versions of Darksiders (Wrath of War)
Native 1080p rendering resolution
Doubled all the texture resolutions
Rendering improvements and rework
Better shadow rendering quality
Post processing effects
60 FPS in moment to moment gameplay (PS4, Xbox One, PC, 30 for WiiU)"
Final Fantasy XV,81,359,2016,16 year,NA,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",78,0,6,"['Action', 'Fantasy', 'Science fiction', 'Survival', 'Sandbox', 'Open world']",Yes,1156800,['Square Enix'],['Square Enix'],Yes,Third person,"[378, 1081, 1942, 1985, 3025, 5503, 7346, 9630, 11156, 19441]",Luminous Studio,"Play as Noctis, the Crown Prince of the Kingdom of Lucis, as you seek to reclaim your homeland from the imperial army. With your closet friends along for the ride, you’ll travel through the breath-taking world of Eos encountering larger-than-life beasts and unforgiving enemies. Face thrilling combat as you learn to master your weaponry and magic skills by channeling the power of your ancestors.","The game takes place in a world similar to modern-day Earth. The nations of the world once waged war over control of the world's crystals, and all but the nation of Lucis have lost theirs and regressed to medieval societies. Noctis Lucis Caelum, Crown Prince of the kingdom of Lucis—having gained magical power from a near-death experience—is driven from his home when the empire of Niflheim invades Lucis on the eve of the final peace negotiations between the two nations. Now on the run with his companions, Noctis begins to work towards defeating the forces of Niflheim and rescuing the crystal from their control."
Watch Dogs 2,82,19441,2016,18 year,NA,"['Shooter', 'Adventure']",29,47,4,"['Action', 'Science fiction', 'Stealth', 'Sandbox', 'Open world']",Yes,1590000,[],['Ubisoft Montreal'],Yes,Third person,"[733, 960, 1020, 1121, 1985, 3025, 3042, 3188, 6801, 9498]",Disrupt,"Explore a massive and dynamic open world offering an incredible variety of gameplay possibilities. Hack your way through traffic while you engage in dangerous car chases through the winding streets of San Francisco, traverse the rooftops of the colorful and vibrant neighborhoods of Oakland, and infiltrate the cutting-edge offices of Silicon Valley companies. There are many secrets to uncover in the birthplace of the tech revolution.","In 2016, ctOS 2.0, an advanced operating system networking city infrastructure, was implemented in several US cities to create safer, more efficient metropolises.

Play as Marcus Holloway, a brilliant young hacker living in the birthplace of the tech revolution, the San Francisco Bay Area. Team up with Dedsec, a notorious group of hackers, and expose the hidden dangers of ctOS 2.0, which, in the hands of corrupt corporations, is being wrongfully used to monitor and manipulate citizens on a massive scale.

With the power of hacking and Dedsec by your side, launch the Hack of the Century, take down ctOS 2.0, and give freedom back to who it belongs to: the people."
Townsmen,N/A,32428,2012,Tout Public,NA,"['Simulator', 'Strategy', 'Adventure']",0,11,4,['Historical'],Yes,1190400,['HandyGames'],['HandyGames'],NA,Bird view / Isometric,"[17519, 18623, 23345, 29173, 31515, 35371, 36346, 36553, 55590, 79134]",NA,From humble backwater to medieval metropolis - build the city of your dreams!,
Apollo Justice: Ace Attorney,78,1429,2007,Tout Public,NA,"['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Visual Novel']",0,2,4,['Comedy'],Yes,560000,['Capcom'],['Capcom'],NA,First person,"[3188, 7194, 7842, 9694, 11270, 11367, 24426, 25222, 27725, 105196]",NA,"Apollo Justice: Ace Attorney, released in Japan as Gyakuten Saiban 4, is the fourth video game in the Ace Attorney series.
Apollo Justice is the first game in the series that does not feature Phoenix Wright as the main protagonist, though it is not the first time a different attorney has been playable. The game is set in the year 2026, which is seven years after Phoenix Wright: Ace Attorney Trials and Tribulations. Phoenix Wright has been stripped of his attorney's badge, and Apollo Justice, an up-and-coming attorney, becomes his apprentice.",
Maize,65,19518,2016,Tout Public,NA,"['Puzzle', 'Adventure', 'Indie']",2,2,3,"['Science fiction', 'Comedy', 'Mystery']",Yes,2073600,[],['Finish Line Games'],NA,First person,"[5601, 11737, 16992, 18011, 26223, 28070, 54678, 55190, 56033, 81275]",NA,"Channeling elements of Monty Python and the funnier episodes of the X-Files, Maize is an absurdist, first-person adventure with a cornucopia of highbrow puzzles to solve, talking oddities to meet, and mysteries to be harvested.",
Rad Rodgers: World One,N/A,23797,2016,16 year,NA,"['Platform', 'Adventure', 'Indie']",0,14,5,"['Action', 'Comedy']",Yes,1190400,"['3D Realms', 'THQ Nordic']",['Interceptor Entertainment'],NA,Side view,"[20342, 24426, 28070, 29032, 55173, 55190, 56033, 96217, 106987, 111130]",Unreal Engine,"Bringing back the 90's-era PC platformer with a game inspired by classics like Commander Keen, Conker, Ruff'n'Tumble & Jazz Jackrabbit.",
The Dwarves,61,13164,2016,18 year,NA,['Role-playing (RPG)'],3,22,5,"['Action', 'Fantasy', 'Open world']",Yes,35840000,['EuroVideo Medien'],['King Art'],NA,Bird view / Isometric,"[17548, 19164, 36198, 54775, 55199, 81249, 96217, 103303, 106987, 115653]",NA,"The Dwarves is a fantasy role-playing game with a strong story and tactically challenging real-time battles. 15 playable heroes, each with individual skills, are to be deployed cleverly. Take on superior numbers of orcs, ogres, älfs, bögnilim, zombies, dark mages and many more foes, to give them the low-down.",
Dungeon Souls,67,18013,2016,NA,NA,"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",0,3,3,['Action'],Yes,NA,['Black Shell Media'],['Lamina Studios'],Yes,Bird view / Isometric,"[25300, 25311, 28309, 30245, 36198, 47823, 80916, 96217, 106987, 113360]",GameMaker: Studio,"Dungeon Souls is an action-adventure roguelike dungeon crawler which draws heavy inspiration from Nuclear Throne, Risk of Rain, and Overture. Explore vast procedurally generated dungeons, collect loot, and slay hordes of challenging enemies!",
Furi,77,17026,2016,16 year,NA,"['Shooter', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",2,26,5,"['Action', 'Science fiction']",Yes,2073600,['The Game Bakers'],['The Game Bakers'],NA,Third person,"[1877, 19301, 19564, 21564, 25311, 36198, 55038, 55190, 105269, 107318]",Unity,"Fight your way free in our frenzied all-boss fighter, and discover what’s waiting behind the last gate. Furi is all about the tension of one-on-one fights against deadly adversaries. It’s an intense, ultra-responsive hack-and-slash with a unique mix of fast-paced sword fighting and dual-stick shooting. Each of the formidable guardians —designed by Afro Samurai creator Takashi Okazaki— has a unique and surprising combat style that requires focus and skill to defeat. The high-energy action gets a boost from an explosive soundtrack composed by electro musicians including Carpenter Brut, who created the trailer’s theme.",
Little Briar Rose,N/A,30541,2016,Tout Public,NA,"['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",0,10,6,"['Fantasy', 'Comedy']",Yes,2073600,['Elf Games'],['Elf Games'],NA,Bird view / Isometric,"[11367, 19404, 24426, 36198, 65503, 96217, 106987, 106992, 113360, 115653]",Unity,"Little Briar Rose is a very special, stained glass-styled adventure inspired by the Sleeping Beauty fairy tale.",
Steep,71,19554,2016,Tout Public,NA,"['Simulator', 'Sport', 'Adventure']",8,46,4,"['Action', 'Open world']",Yes,1585500,[],['Ubisoft Annecy'],Yes,First person,"[11171, 16999, 19541, 19564, 25311, 26574, 27092, 37419, 54842, 105011]",AnvilNext,"Ride a massive open world of the Alps and Alaska, where the powder is always fresh and the run never ends.Defy and master the world’s most epic mountains on skis, wingsuit, snowboard, and in paraglide. Go solo or drop in side by side with other players. Record and share the most insane stunts ever captured, then challenge the world to beat your best tricks, ride your custom lines, and relive your most epic wipeouts.",
Super Mario Maker for Nintendo 3DS,88,26157,2016,Tout Public,NA,"['Platform', 'Puzzle']",0,8,1,"['Action', 'Sandbox', 'Kids']",Yes,1280000,['Nintendo'],['Nintendo'],NA,Side view,"[19241, 20342, 24426, 28070, 37419, 55173, 55190, 56033, 77529, 89597]",NA,Super Mario Maker for Nintendo 3DS features all the same tools as the original Wii U version but does not support online sharing. Instead it comes with 100 courses designed by Nintendo featuring special challenges. Also new is the ability of collaborating on unfinished courses locally.,
